Location,Variant,Time,PopTotal
Eastern Asia,Constant mortality,2100,1042888.195
Eastern Asia,No change,2020,1678089.627
Eastern Asia,No change,2100,965811.889
Eastern Asia,Momentum,2020,1678089.627
Eastern Asia,Momentum,2100,1527929.546
Eastern Asia,Median PI,2020,1678089.627
Eastern Asia,Median PI,2100,1222592.534
Eastern Asia,Upper 80 PI,2020,1678089.627
Eastern Asia,Upper 80 PI,2100,1395626.165
Eastern Asia,Lower 80 PI,2020,1678089.627
Eastern Asia,Lower 80 PI,2100,1062488.027
Eastern Asia,Upper 95 PI,2020,1678089.627
Eastern Asia,Upper 95 PI,2100,1505467.639
Eastern Asia,Lower 95 PI,2020,1678089.627
Eastern Asia,Lower 95 PI,2100,966544.518
Eastern Europe,Medium,2020,293013.21
Eastern Europe,Medium,2100,219456.412
Eastern Europe,High,2020,293013.21
Eastern Europe,High,2100,321603.44
Eastern Europe,Low,2020,293013.21
Eastern Europe,Low,2100,143006.536
Eastern Europe,Constant fertility,2020,293013.21
Eastern Europe,Constant fertility,2100,206573.452
Eastern Europe,Instant replacement,2020,293013.21
Eastern Europe,Instant replacement,2100,289647.326
Eastern Europe,Zero migration,2020,293013.21
Eastern Europe,Zero migration,2100,206781.394
Eastern Europe,Constant mortality,2020,293013.21
Eastern Europe,Constant mortality,2100,188473.634
Eastern Europe,No change,2020,293013.21
Eastern Europe,No change,2100,176088.986
Eastern Europe,Momentum,2020,293013.21
Eastern Europe,Momentum,2100,244991.898
Eastern Europe,Median PI,2020,293013.21
Eastern Europe,Median PI,2100,219456.412
Eastern Europe,Upper 80 PI,2020,293013.21
Eastern Europe,Upper 80 PI,2100,244471.074
Eastern Europe,Lower 80 PI,2020,293013.21
Eastern Europe,Lower 80 PI,2100,199097.899
Eastern Europe,Upper 95 PI,2020,293013.21
Eastern Europe,Upper 95 PI,2100,260231.493
Eastern Europe,Lower 95 PI,2020,293013.21
Eastern Europe,Lower 95 PI,2100,189339.242
Eastern European Group,Medium,2020,339831.453
Eastern European Group,Medium,2100,249186.915
Eastern and South-Eastern Asia,Medium,2020,2346709.481
Eastern and South-Eastern Asia,Medium,2100,1966807.656
Eastern and South-Eastern Asia,High,2020,2346709.481
Eastern and South-Eastern Asia,High,2100,2919964.329
Eastern and South-Eastern Asia,Low,2020,2346709.481
Eastern and South-Eastern Asia,Low,2100,1265899.188
Eastern and South-Eastern Asia,Constant fertility,2020,2346709.481
Eastern and South-Eastern Asia,Constant fertility,2100,2164618.43
Eastern and South-Eastern Asia,Instant replacement,2020,2346709.481
Eastern and South-Eastern Asia,Instant replacement,2100,2566559.866
Eastern and South-Eastern Asia,Zero migration,2020,2346709.481
Eastern and South-Eastern Asia,Zero migration,2100,2021625.5
Eastern and South-Eastern Asia,Constant mortality,2020,2346709.481
Eastern and South-Eastern Asia,Constant mortality,2100,1672582.692
Eastern and South-Eastern Asia,No change,2020,2346709.481
Eastern and South-Eastern Asia,No change,2100,1851212.686
Eastern and South-Eastern Asia,Momentum,2020,2346709.481
Eastern and South-Eastern Asia,Momentum,2100,2344749.129
Eastern and South-Eastern Asia,Median PI,2020,2346709.481
Eastern and South-Eastern Asia,Median PI,2100,1966807.656
Eastern and South-Eastern Asia,Upper 80 PI,2020,2346709.481
Eastern and South-Eastern Asia,Upper 80 PI,2100,2201888.369
Eastern and South-Eastern Asia,Lower 80 PI,2020,2346709.481
Eastern and South-Eastern Asia,Lower 80 PI,2100,1756671.152
Eastern and South-Eastern Asia,Upper 95 PI,2020,2346709.481
Eastern and South-Eastern Asia,Upper 95 PI,2100,2334773.024
Eastern and South-Eastern Asia,Lower 95 PI,2020,2346709.481
Eastern and South-Eastern Asia,Lower 95 PI,2100,1645728.959
Economic Community of Central African States (ECCAS),Medium,2020,204438.115
Economic Community of Central African States (ECCAS),Medium,2100,830377.277
Economic Community of West African States (ECOWAS),Medium,2020,397205.524
Economic Community of West African States (ECOWAS),Medium,2100,1466726.439
Economic Cooperation Organization (ECO),Medium,2020,512630.793
Economic Cooperation Organization (ECO),Medium,2100,786914.346
Ecuador,Medium,2020,17643.06
Ecuador,Medium,2100,24482.822
Ecuador,High,2020,17643.06
Ecuador,High,2100,36147.275
Ecuador,Low,2020,17643.06
Ecuador,Low,2100,16101.114
Ecuador,Constant fertility,2020,17643.06
Ecuador,Constant fertility,2100,36592.222
Ecuador,Instant replacement,2020,17643.06
Ecuador,Instant replacement,2100,27092.43
Ecuador,Zero migration,2020,17643.06
Ecuador,Zero migration,2100,24886.639
Ecuador,Constant mortality,2020,17643.06
Ecuador,Constant mortality,2100,21054.716
Ecuador,No change,2020,17643.06
Ecuador,No change,2100,32443.888
Ecuador,Momentum,2020,17643.06
Ecuador,Momentum,2100,24602.686
Ecuador,Median PI,2020,17643.06
Ecuador,Median PI,2100,24482.822
Ecuador,Upper 80 PI,2020,17643.06
Ecuador,Upper 80 PI,2100,31380.935
Ecuador,Lower 80 PI,2020,17643.06
Ecuador,Lower 80 PI,2100,18643.511
Ecuador,Upper 95 PI,2020,17643.06
Ecuador,Upper 95 PI,2100,36314.212
Ecuador,Lower 95 PI,2020,17643.06
Ecuador,Lower 95 PI,2100,15971.281
Egypt,Medium,2020,102334.403
Egypt,Medium,2100,224735.18
Egypt,High,2020,102334.403
Egypt,High,2100,321834.516
Egypt,Low,2020,102334.403
Egypt,Low,2100,151976.13
Egypt,Constant fertility,2020,102334.403
Egypt,Constant fertility,2100,431296.453
Egypt,Instant replacement,2020,102334.403
Egypt,Instant replacement,2100,163536.685
Egypt,Zero migration,2020,102334.403
Egypt,Zero migration,2100,228781.576
Egypt,Constant mortality,2020,102334.403
Egypt,Constant mortality,2100,196605.14
Egypt,No change,2020,102334.403
Egypt,No change,2100,392244.7
Egypt,Momentum,2020,102334.403
Egypt,Momentum,2100,148456.01
Egypt,Median PI,2020,102334.403
Egypt,Median PI,2100,224735.18
Egypt,Upper 80 PI,2020,102334.403
Egypt,Upper 80 PI,2100,308950.398
Egypt,Lower 80 PI,2020,102334.403
Egypt,Lower 80 PI,2100,167979.473
Egypt,Upper 95 PI,2020,102334.403
Egypt,Upper 95 PI,2100,361451.804
Egypt,Lower 95 PI,2020,102334.403
Egypt,Lower 95 PI,2100,144438.06
El Salvador,Medium,2020,6486.201
El Salvador,Medium,2100,4766.079
El Salvador,High,2020,6486.201
El Salvador,High,2100,7978.574
El Salvador,Low,2020,6486.201
El Salvador,Low,2100,2531.032
El Salvador,Constant fertility,2020,6486.201
El Salvador,Constant fertility,2100,6730.503
El Salvador,Instant replacement,2020,6486.201
El Salvador,Instant replacement,2100,6942.437
El Salvador,Zero migration,2020,6486.201
El Salvador,Zero migration,2100,7371.952
El Salvador,Constant mortality,2020,6486.201
El Salvador,Constant mortality,2100,3807.712
El Salvador,No change,2020,6486.201
El Salvador,No change,2100,5605.107
El Salvador,Momentum,2020,6486.201
El Salvador,Momentum,2100,8775.268
El Salvador,Median PI,2020,6486.201
El Salvador,Median PI,2100,4766.079
El Salvador,Upper 80 PI,2020,6486.201
El Salvador,Upper 80 PI,2100,6437.67
El Salvador,Lower 80 PI,2020,6486.201
El Salvador,Lower 80 PI,2100,3093.88
El Salvador,Upper 95 PI,2020,6486.201
El Salvador,Upper 95 PI,2100,7524.003
El Salvador,Lower 95 PI,2020,6486.201
El Salvador,Lower 95 PI,2100,2425.509
Equatorial Guinea,Medium,2020,1402.985
Equatorial Guinea,Medium,2100,4510.631
Equatorial Guinea,High,2020,1402.985
Equatorial Guinea,High,2100,6305.955
Equatorial Guinea,Low,2020,1402.985
Equatorial Guinea,Low,2100,3147.092
Equatorial Guinea,Constant fertility,2020,1402.985
Equatorial Guinea,Constant fertility,2100,14493.641
Equatorial Guinea,Instant replacement,2020,1402.985
Equatorial Guinea,Instant replacement,2100,2924.288
Equatorial Guinea,Zero migration,2020,1402.985
Equatorial Guinea,Zero migration,2100,3516.513
Equatorial Guinea,Constant mortality,2020,1402.985
Equatorial Guinea,Constant mortality,2100,3477.793
Equatorial Guinea,No change,2020,1402.985
Equatorial Guinea,No change,2100,11204.218
Equatorial Guinea,Momentum,2020,1402.985
Equatorial Guinea,Momentum,2100,1898.383
Equatorial Guinea,Median PI,2020,1402.985
Equatorial Guinea,Median PI,2100,4510.631
Equatorial Guinea,Upper 80 PI,2020,1402.985
Equatorial Guinea,Upper 80 PI,2100,6679.07
Equatorial Guinea,Lower 80 PI,2020,1402.985
Equatorial Guinea,Lower 80 PI,2100,3023.715
Equatorial Guinea,Upper 95 PI,2020,1402.985
Equatorial Guinea,Upper 95 PI,2100,8102.744
Equatorial Guinea,Lower 95 PI,2020,1402.985
Equatorial Guinea,Lower 95 PI,2100,2410.332
Eritrea,Medium,2020,3546.427
Eritrea,Medium,2100,9061.777
Eritrea,High,2020,3546.427
Eritrea,High,2100,12773.759
Eritrea,Low,2020,3546.427
Eritrea,Low,2100,6200.378
Eritrea,Constant fertility,2020,3546.427
Eritrea,Constant fertility,2100,23402.187
Eritrea,Instant replacement,2020,3546.427
Eritrea,Instant replacement,2100,5430.312
Eritrea,Zero migration,2020,3546.427
Eritrea,Zero migration,2100,10243.352
Eritrea,Constant mortality,2020,3546.427
Eritrea,Constant mortality,2100,7265.275
Eritrea,No change,2020,3546.427
Eritrea,No change,2100,19686.974
Eritrea,Momentum,2020,3546.427
Eritrea,Momentum,2100,5535.762
Eritrea,Median PI,2020,3546.427
Eritrea,Median PI,2100,9061.777
Eritrea,Upper 80 PI,2020,3546.427
Eritrea,Upper 80 PI,2100,12774.81
Eritrea,Lower 80 PI,2020,3546.427
Eritrea,Lower 80 PI,2100,6279.972
Eritrea,Upper 95 PI,2020,3546.427
Eritrea,Upper 95 PI,2100,15089.088
Eritrea,Lower 95 PI,2020,3546.427
Eritrea,Lower 95 PI,2100,5040.658
Estonia,Medium,2020,1326.539
Estonia,Medium,2100,837.72
Estonia,High,2020,1326.539
Estonia,High,2100,1239.7
Estonia,Low,2020,1326.539
Estonia,Low,2100,533.283
Estonia,Constant fertility,2020,1326.539
Estonia,Constant fertility,2100,739.015
Estonia,Instant replacement,2020,1326.539
Estonia,Instant replacement,2100,1135.372
Estonia,Zero migration,2020,1326.539
Estonia,Zero migration,2100,960.667
Estonia,Constant mortality,2020,1326.539
Estonia,Constant mortality,2100,722.934
Estonia,No change,2020,1326.539
Estonia,No change,2100,627.524
Estonia,Momentum,2020,1326.539
Estonia,Momentum,2100,1144.844
Estonia,Median PI,2020,1326.539
Estonia,Median PI,2100,837.72
Estonia,Upper 80 PI,2020,1326.539
Estonia,Upper 80 PI,2100,954.803
Estonia,Lower 80 PI,2020,1326.539
Estonia,Lower 80 PI,2100,735.649
Estonia,Upper 95 PI,2020,1326.539
Estonia,Upper 95 PI,2100,1032.62
Estonia,Lower 95 PI,2020,1326.539
Estonia,Lower 95 PI,2100,674.144
Eswatini,Medium,2020,1160.164
Eswatini,Medium,2100,2145.198
Eswatini,High,2020,1160.164
Eswatini,High,2100,3183.128
Eswatini,Low,2020,1160.164
Eswatini,Low,2100,1390.212
Eswatini,Constant fertility,2020,1160.164
Eswatini,Constant fertility,2100,4408.89
Eswatini,Instant replacement,2020,1160.164
Eswatini,Instant replacement,2100,2094.704
Eswatini,Zero migration,2020,1160.164
Eswatini,Zero migration,2100,1986.069
Eswatini,Constant mortality,2020,1160.164
Eswatini,Constant mortality,2100,1666.512
Eswatini,No change,2020,1160.164
Eswatini,No change,2100,3551.828
Eswatini,Momentum,2020,1160.164
Eswatini,Momentum,2100,1649.969
Eswatini,Median PI,2020,1160.164
Eswatini,Median PI,2100,2145.198
Eswatini,Upper 80 PI,2020,1160.164
Eswatini,Upper 80 PI,2100,2884.072
Eswatini,Lower 80 PI,2020,1160.164
Eswatini,Lower 80 PI,2100,1552.522
Eswatini,Upper 95 PI,2020,1160.164
Eswatini,Upper 95 PI,2100,3423.293
Eswatini,Lower 95 PI,2020,1160.164
Eswatini,Lower 95 PI,2100,1293.743
Ethiopia,Medium,2020,114963.583
Ethiopia,Medium,2100,294392.903
Ethiopia,High,2020,114963.583
Ethiopia,High,2100,413955.509
Ethiopia,Low,2020,114963.583
Ethiopia,Low,2100,203042.049
Ethiopia,Constant fertility,2020,114963.583
Ethiopia,Constant fertility,2100,943218.963
Ethiopia,Instant replacement,2020,114963.583
Ethiopia,Instant replacement,2100,211164.91
Ethiopia,Zero migration,2020,114963.583
Ethiopia,Zero migration,2100,295712.9
Ethiopia,Constant mortality,2020,114963.583
Ethiopia,Constant mortality,2100,230704.481
Ethiopia,No change,2020,114963.583
Ethiopia,No change,2100,767879.958
Ethiopia,Momentum,2020,114963.583
Ethiopia,Momentum,2100,185533.684
Ethiopia,Median PI,2020,114963.583
Ethiopia,Median PI,2100,294392.903
Ethiopia,Upper 80 PI,2020,114963.583
Ethiopia,Upper 80 PI,2100,419684.96
Ethiopia,Lower 80 PI,2020,114963.583
Ethiopia,Lower 80 PI,2100,202834.033
Ethiopia,Upper 95 PI,2020,114963.583
Ethiopia,Upper 95 PI,2100,506262.809
Ethiopia,Lower 95 PI,2020,114963.583
Ethiopia,Lower 95 PI,2100,165968.905
Eurasian Economic Community (Eurasec),Medium,2020,223691.52
Eurasian Economic Community (Eurasec),Medium,2100,240073.945
Europe,Medium,2020,747636.045
Europe,Medium,2020,747636.045
Europe,Medium,2100,629562.562
Europe,Medium,2100,629562.562
Europe,High,2020,747636.045
Europe,High,2020,747636.045
Europe,High,2100,896489.799
Europe,High,2100,896489.799
Europe,Low,2020,747636.045
Europe,Low,2020,747636.045
Europe,Low,2100,427503.7
Europe,Low,2100,427503.7
Europe,Constant fertility,2020,747636.045
Europe,Constant fertility,2020,747636.045
Europe,Constant fertility,2100,595883.885
Europe,Constant fertility,2100,595883.885
Europe,Instant replacement,2020,747636.045
Europe,Instant replacement,2020,747636.045
Europe,Instant replacement,2100,830793.179
Europe,Instant replacement,2100,830793.179
Europe,Zero migration,2020,747636.045
Europe,Zero migration,2020,747636.045
Europe,Zero migration,2100,534855.013
Europe,Zero migration,2100,534855.013
Europe,Constant mortality,2020,747636.045
Europe,Constant mortality,2020,747636.045
Europe,Constant mortality,2100,553369.461
Europe,Constant mortality,2100,553369.461
Europe,No change,2020,747636.045
Europe,No change,2020,747636.045
Europe,No change,2100,520575.624
Europe,No change,2100,520575.624
Europe,Momentum,2020,747636.045
Europe,Momentum,2020,747636.045
Europe,Momentum,2100,651763.478
Europe,Momentum,2100,651763.478
Europe,Median PI,2020,747636.045
Europe,Median PI,2020,747636.045
Europe,Median PI,2100,629562.562
Europe,Median PI,2100,629562.562
Europe,Upper 80 PI,2020,747636.045
Europe,Upper 80 PI,2020,747636.045
Europe,Upper 80 PI,2100,671192.135
Europe,Upper 80 PI,2100,671192.135
Europe,Lower 80 PI,2020,747636.045
Europe,Lower 80 PI,2020,747636.045
Europe,Lower 80 PI,2100,593128.737
Europe,Lower 80 PI,2100,593128.737
Europe,Upper 95 PI,2020,747636.045
Europe,Upper 95 PI,2020,747636.045
Europe,Upper 95 PI,2100,696888.516
Europe,Upper 95 PI,2100,696888.516
Europe,Lower 95 PI,2020,747636.045
Europe,Lower 95 PI,2020,747636.045
Europe,Lower 95 PI,2100,573463.565
Europe,Lower 95 PI,2100,573463.565
Europe (48),Medium,2020,747636.045
Europe (48),Medium,2100,629562.562
Europe and Northern America,Medium,2020,1116505.689
Europe and Northern America,Medium,2100,1120451.118
Europe and Northern America,High,2020,1116505.689
Europe and Northern America,High,2100,1572504.332
Europe and Northern America,Low,2020,1116505.689
Europe and Northern America,Low,2100,777174.606
Europe and Northern America,Constant fertility,2020,1116505.689
Europe and Northern America,Constant fertility,2100,1075422.38
Europe and Northern America,Instant replacement,2020,1116505.689
Europe and Northern America,Instant replacement,2100,1428915.041
Europe and Northern America,Zero migration,2020,1116505.689
Europe and Northern America,Zero migration,2100,862656.584
Europe and Northern America,Constant mortality,2020,1116505.689
Europe and Northern America,Constant mortality,2100,994546.7
Europe and Northern America,No change,2020,1116505.689
Europe and Northern America,No change,2100,950673.193
Europe and Northern America,Momentum,2020,1116505.689
Europe and Northern America,Momentum,2100,1028940.065
Europe and Northern America,Median PI,2020,1116505.689
Europe and Northern America,Median PI,2100,1120451.118
Europe and Northern America,Upper 80 PI,2020,1116505.689
Europe and Northern America,Upper 80 PI,2100,1200070.056
Europe and Northern America,Lower 80 PI,2020,1116505.689
Europe and Northern America,Lower 80 PI,2100,1047723.351
Europe and Northern America,Upper 95 PI,2020,1116505.689
Europe and Northern America,Upper 95 PI,2100,1249255.732
Europe and Northern America,Lower 95 PI,2020,1116505.689
Europe and Northern America,Lower 95 PI,2100,1013134.547
European Community (EC: 12),Medium,2020,384860.299
European Community (EC: 12),Medium,2100,346858.202
European Free Trade Agreement (EFTA),Medium,2020,14455.247
European Free Trade Agreement (EFTA),Medium,2100,19392.535
European Union (EU: 15),Medium,2020,409506.687
European Union (EU: 15),Medium,2100,373811.948
European Union (EU: 28),Medium,2020,513136.526
European Union (EU: 28),Medium,2100,442273.444
Falkland Islands (Malvinas),Medium,2020,3.483
Falkland Islands (Malvinas),Medium,2100,2.717
Falkland Islands (Malvinas),High,2020,3.483
Falkland Islands (Malvinas),High,2100,3.938
Falkland Islands (Malvinas),Low,2020,3.483
Falkland Islands (Malvinas),Low,2100,1.809
Falkland Islands (Malvinas),Constant fertility,2020,3.483
Falkland Islands (Malvinas),Constant fertility,2100,2.713
Falkland Islands (Malvinas),Instant replacement,2020,3.483
Falkland Islands (Malvinas),Instant replacement,2100,3.426
Falkland Islands (Malvinas),Zero migration,2020,3.483
Falkland Islands (Malvinas),Zero migration,2100,2.717
Falkland Islands (Malvinas),Constant mortality,2020,3.483
Falkland Islands (Malvinas),Constant mortality,2100,2.394
Falkland Islands (Malvinas),No change,2020,3.483
Falkland Islands (Malvinas),No change,2100,2.393
Falkland Islands (Malvinas),Momentum,2020,3.483
Falkland Islands (Malvinas),Momentum,2100,3.119
Falkland Islands (Malvinas),Median PI,2020,3.483
Falkland Islands (Malvinas),Median PI,2100,2.717
Falkland Islands (Malvinas),Upper 80 PI,2020,3.483
Falkland Islands (Malvinas),Upper 80 PI,2100,3.098
Falkland Islands (Malvinas),Lower 80 PI,2020,3.483
Falkland Islands (Malvinas),Lower 80 PI,2100,2.379
Falkland Islands (Malvinas),Upper 95 PI,2020,3.483
Falkland Islands (Malvinas),Upper 95 PI,2100,3.345
Falkland Islands (Malvinas),Lower 95 PI,2020,3.483
Falkland Islands (Malvinas),Lower 95 PI,2100,2.201
Faroe Islands,Medium,2020,48.865
Faroe Islands,Medium,2100,55.097
Faroe Islands,High,2020,48.865
Faroe Islands,High,2100,78.435
Faroe Islands,Low,2020,48.865
Faroe Islands,Low,2100,37.598
Faroe Islands,Constant fertility,2020,48.865
Faroe Islands,Constant fertility,2100,74.522
Faroe Islands,Instant replacement,2020,48.865
Faroe Islands,Instant replacement,2100,55.731
Faroe Islands,Zero migration,2020,48.865
Faroe Islands,Zero migration,2100,55.097
Faroe Islands,Constant mortality,2020,48.865
Faroe Islands,Constant mortality,2100,49.288
Faroe Islands,No change,2020,48.865
Faroe Islands,No change,2100,68.328
Faroe Islands,Momentum,2020,48.865
Faroe Islands,Momentum,2100,50.489
Faroe Islands,Median PI,2020,48.865
Faroe Islands,Median PI,2100,55.097
Faroe Islands,Upper 80 PI,2020,48.865
Faroe Islands,Upper 80 PI,2100,71.425
Faroe Islands,Lower 80 PI,2020,48.865
Faroe Islands,Lower 80 PI,2100,43.856
Faroe Islands,Upper 95 PI,2020,48.865
Faroe Islands,Upper 95 PI,2100,83.943
Faroe Islands,Lower 95 PI,2020,48.865
Faroe Islands,Lower 95 PI,2100,37.706
Fiji,Medium,2020,896.444
Fiji,Medium,2100,1066.581
Fiji,High,2020,896.444
Fiji,High,2100,1595.306
Fiji,Low,2020,896.444
Fiji,Low,2100,670.237
Fiji,Constant fertility,2020,896.444
Fiji,Constant fertility,2100,1797.181
Fiji,Instant replacement,2020,896.444
Fiji,Instant replacement,2100,1008.542
Fiji,Zero migration,2020,896.444
Fiji,Zero migration,2100,1280.756
Fiji,Constant mortality,2020,896.444
Fiji,Constant mortality,2100,893.488
Fiji,No change,2020,896.444
Fiji,No change,2100,1552.992
Fiji,Momentum,2020,896.444
Fiji,Momentum,2100,1111.962
Fiji,Median PI,2020,896.444
Fiji,Median PI,2100,1066.581
Fiji,Upper 80 PI,2020,896.444
Fiji,Upper 80 PI,2100,1452.269
Fiji,Lower 80 PI,2020,896.444
Fiji,Lower 80 PI,2100,785.401
Fiji,Upper 95 PI,2020,896.444
Fiji,Upper 95 PI,2100,1725.324
Fiji,Lower 95 PI,2020,896.444
Fiji,Lower 95 PI,2100,653.156
Finland,Medium,2020,5540.718
Finland,Medium,2100,5254.37
Finland,High,2020,5540.718
Finland,High,2100,7344.775
Finland,Low,2020,5540.718
Finland,Low,2100,3691.961
Finland,Constant fertility,2020,5540.718
Finland,Constant fertility,2100,5085.253
Finland,Instant replacement,2020,5540.718
Finland,Instant replacement,2100,7398.657
Finland,Zero migration,2020,5540.718
Finland,Zero migration,2100,3688.601
Finland,Constant mortality,2020,5540.718
Finland,Constant mortality,2100,4663.485
Finland,No change,2020,5540.718
Finland,No change,2100,4490.628
Finland,Momentum,2020,5540.718
Finland,Momentum,2100,5060.72
Finland,Median PI,2020,5540.718
Finland,Median PI,2100,5254.37
Finland,Upper 80 PI,2020,5540.718
Finland,Upper 80 PI,2100,5850.168
Finland,Lower 80 PI,2020,5540.718
Finland,Lower 80 PI,2100,4618.576
Finland,Upper 95 PI,2020,5540.718
Finland,Upper 95 PI,2100,6190.136
Finland,Lower 95 PI,2020,5540.718
Finland,Lower 95 PI,2100,4236.881
France,Medium,2020,65273.512
France,Medium,2100,65497.773
France,High,2020,65273.512
France,High,2100,92308.882
France,Low,2020,65273.512
France,Low,2100,45197.303
France,Constant fertility,2020,65273.512
France,Constant fertility,2100,66399.911
France,Instant replacement,2020,65273.512
France,Instant replacement,2100,77468.905
France,Zero migration,2020,65273.512
France,Zero migration,2100,58741.624
France,Constant mortality,2020,65273.512
France,Constant mortality,2100,58615.645
France,No change,2020,65273.512
France,No change,2100,59498.763
France,Momentum,2020,65273.512
France,Momentum,2100,63878.986
France,Median PI,2020,65273.512
France,Median PI,2100,65497.773
France,Upper 80 PI,2020,65273.512
France,Upper 80 PI,2100,74402.801
France,Lower 80 PI,2020,65273.512
France,Lower 80 PI,2100,57742.816
France,Upper 95 PI,2020,65273.512
France,Upper 95 PI,2100,80470.4
France,Lower 95 PI,2020,65273.512
France,Lower 95 PI,2100,53691.397
France (and dependencies),Medium,2020,68147.687
France (and dependencies),Medium,2100,69341.977
French Guiana,Medium,2020,298.682
French Guiana,Medium,2100,927.143
French Guiana,High,2020,298.682
French Guiana,High,2100,1228.166
French Guiana,Low,2020,298.682
French Guiana,Low,2100,686.703
French Guiana,Constant fertility,2020,298.682
French Guiana,Constant fertility,2100,1480.593
French Guiana,Instant replacement,2020,298.682
French Guiana,Instant replacement,2100,671.351
French Guiana,Zero migration,2020,298.682
French Guiana,Zero migration,2100,747.88
French Guiana,Constant mortality,2020,298.682
French Guiana,Constant mortality,2100,846.852
French Guiana,No change,2020,298.682
French Guiana,No change,2100,1387.789
French Guiana,Momentum,2020,298.682
French Guiana,Momentum,2100,460.917
French Guiana,Median PI,2020,298.682
French Guiana,Median PI,2100,927.143
French Guiana,Upper 80 PI,2020,298.682
French Guiana,Upper 80 PI,2100,1169.294
French Guiana,Lower 80 PI,2020,298.682
French Guiana,Lower 80 PI,2100,736.151
French Guiana,Upper 95 PI,2020,298.682
French Guiana,Upper 95 PI,2100,1305.341
French Guiana,Lower 95 PI,2020,298.682
French Guiana,Lower 95 PI,2100,653.958
French Polynesia,Medium,2020,280.904
French Polynesia,Medium,2100,261.545
French Polynesia,High,2020,280.904
French Polynesia,High,2100,389.958
French Polynesia,Low,2020,280.904
French Polynesia,Low,2100,167.809
French Polynesia,Constant fertility,2020,280.904
French Polynesia,Constant fertility,2100,316.716
French Polynesia,Instant replacement,2020,280.904
French Polynesia,Instant replacement,2100,348.625
French Polynesia,Zero migration,2020,280.904
French Polynesia,Zero migration,2100,276.874
French Polynesia,Constant mortality,2020,280.904
French Polynesia,Constant mortality,2100,223.086
French Polynesia,No change,2020,280.904
French Polynesia,No change,2100,276.444
French Polynesia,Momentum,2020,280.904
French Polynesia,Momentum,2100,326.837
French Polynesia,Median PI,2020,280.904
French Polynesia,Median PI,2100,261.545
French Polynesia,Upper 80 PI,2020,280.904
French Polynesia,Upper 80 PI,2100,326.015
French Polynesia,Lower 80 PI,2020,280.904
French Polynesia,Lower 80 PI,2100,194.792
French Polynesia,Upper 95 PI,2020,280.904
French Polynesia,Upper 95 PI,2100,365.714
French Polynesia,Lower 95 PI,2020,280.904
French Polynesia,Lower 95 PI,2100,165.54
Gabon,Medium,2020,2225.728
Gabon,Medium,2100,5859.225
Gabon,High,2020,2225.728
Gabon,High,2100,8069.014
Gabon,Low,2020,2225.728
Gabon,Low,2100,4121.901
Gabon,Constant fertility,2020,2225.728
Gabon,Constant fertility,2100,13205.18
Gabon,Instant replacement,2020,2225.728
Gabon,Instant replacement,2100,3655.319
Gabon,Zero migration,2020,2225.728
Gabon,Zero migration,2100,5752.028
Gabon,Constant mortality,2020,2225.728
Gabon,Constant mortality,2100,4976.326
Gabon,No change,2020,2225.728
Gabon,No change,2100,11433.764
Gabon,Momentum,2020,2225.728
Gabon,Momentum,2100,3238.677
Gabon,Median PI,2020,2225.728
Gabon,Median PI,2100,5859.225
Gabon,Upper 80 PI,2020,2225.728
Gabon,Upper 80 PI,2100,7952.322
Gabon,Lower 80 PI,2020,2225.728
Gabon,Lower 80 PI,2100,4192.701
Gabon,Upper 95 PI,2020,2225.728
Gabon,Upper 95 PI,2100,9299.153
Gabon,Lower 95 PI,2020,2225.728
Gabon,Lower 95 PI,2100,3462.75
Gambia,Medium,2020,2416.664
Gambia,Medium,2100,8175.553
Gambia,High,2020,2416.664
Gambia,High,2100,11033.661
Gambia,Low,2020,2416.664
Gambia,Low,2100,5873.573
Gambia,Constant fertility,2020,2416.664
Gambia,Constant fertility,2100,27203.547
Gambia,Instant replacement,2020,2416.664
Gambia,Instant replacement,2100,4105.642
Gambia,Zero migration,2020,2416.664
Gambia,Zero migration,2100,8305.671
Gambia,Constant mortality,2020,2416.664
Gambia,Constant mortality,2100,6354.539
Gambia,No change,2020,2416.664
Gambia,No change,2100,21501.735
Gambia,Momentum,2020,2416.664
Gambia,Momentum,2100,3820.98
Gambia,Median PI,2020,2416.664
Gambia,Median PI,2100,8175.553
Gambia,Upper 80 PI,2020,2416.664
Gambia,Upper 80 PI,2100,12547.628
Gambia,Lower 80 PI,2020,2416.664
Gambia,Lower 80 PI,2100,5265.136
Gambia,Upper 95 PI,2020,2416.664
Gambia,Upper 95 PI,2100,15395.826
Gambia,Lower 95 PI,2020,2416.664
Gambia,Lower 95 PI,2100,4123.366
Georgia,Medium,2020,3989.175
Georgia,Medium,2100,2514.13
Georgia,High,2020,3989.175
Georgia,High,2100,4003.327
Georgia,Low,2020,3989.175
Georgia,Low,2100,1434.443
Georgia,Constant fertility,2020,3989.175
Georgia,Constant fertility,2100,2998.939
Georgia,Instant replacement,2020,3989.175
Georgia,Instant replacement,2100,3059.2
Georgia,Zero migration,2020,3989.175
Georgia,Zero migration,2100,3583.628
Georgia,Constant mortality,2020,3989.175
Georgia,Constant mortality,2100,2117.63
Georgia,No change,2020,3989.175
Georgia,No change,2100,2579.437
Georgia,Momentum,2020,3989.175
Georgia,Momentum,2100,3750.983
Georgia,Median PI,2020,3989.175
Georgia,Median PI,2100,2514.13
Georgia,Upper 80 PI,2020,3989.175
